               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 649,            0.026309,            0.040357,            0.049604,             0.77455,             0.51532,             0.79737,             0.61817,            0.017272,            0.023341,            0.037037,           0.0067924,           0.0067924,           0.0067924
                 650,            0.028367,            0.045731,            0.049681,             0.77039,             0.53263,             0.82732,             0.58365,            0.017977,            0.023495,            0.037007,           0.0067875,           0.0067875,           0.0067875
                 651,            0.029428,            0.043223,            0.050353,             0.76206,             0.53415,             0.80552,             0.60718,            0.017219,            0.023529,            0.036964,           0.0067825,           0.0067825,           0.0067825
                 652,            0.026822,            0.040892,            0.049401,             0.78571,             0.51097,             0.80543,             0.63389,            0.017191,            0.023842,            0.036926,           0.0067776,           0.0067776,           0.0067776
                 653,            0.029077,            0.045785,            0.049617,              0.7788,             0.52169,             0.82427,             0.64691,            0.017349,            0.023664,            0.036901,           0.0067726,           0.0067726,           0.0067726
                 654,            0.028511,            0.042774,            0.050613,             0.77457,             0.52357,             0.83649,               0.606,            0.018241,            0.023684,            0.036846,           0.0067677,           0.0067677,           0.0067677
                 655,            0.028044,            0.039552,            0.049378,              0.7723,             0.52051,             0.79881,             0.61389,            0.017533,            0.023717,            0.036741,           0.0067627,           0.0067627,           0.0067627
                 656,            0.029002,            0.041761,            0.048295,             0.77358,             0.52889,             0.80825,             0.63029,            0.017993,            0.024004,            0.036659,           0.0067577,           0.0067577,           0.0067577
                 657,            0.028768,            0.039696,            0.048748,             0.77319,             0.54312,             0.82609,             0.62148,            0.018034,            0.024203,             0.03661,           0.0067528,           0.0067528,           0.0067528
                 658,            0.025939,             0.03873,            0.048636,             0.77016,             0.54824,             0.81378,             0.62876,            0.017622,            0.023986,            0.036652,           0.0067478,           0.0067478,           0.0067478
                 659,            0.027462,            0.042681,            0.049821,             0.79155,             0.53824,             0.80262,              0.6377,            0.017347,            0.023445,            0.036556,           0.0067429,           0.0067429,           0.0067429
                 660,            0.028281,            0.040309,            0.051033,             0.78638,             0.55169,              0.8394,             0.65211,              0.0169,            0.023229,            0.036354,            0.006738,            0.006738,            0.006738
                 661,             0.02865,            0.042705,            0.048839,              0.7968,             0.53583,             0.81326,             0.60193,            0.017572,            0.023505,            0.036223,            0.006733,            0.006733,            0.006733
                 662,             0.02892,             0.04093,            0.048492,             0.79526,             0.53699,             0.83644,             0.59835,            0.019067,            0.023986,            0.036198,           0.0067281,           0.0067281,           0.0067281
                 663,            0.031688,             0.04106,            0.048381,             0.79788,             0.52556,             0.81918,             0.60387,            0.017735,            0.023969,            0.036201,           0.0067231,           0.0067231,           0.0067231
                 664,            0.027254,            0.039574,            0.048849,              0.8045,              0.5368,             0.83343,              0.6611,            0.017258,            0.023501,            0.036127,           0.0067181,           0.0067181,           0.0067181
                 665,             0.03016,            0.042337,            0.049433,              0.7985,             0.53315,             0.83063,             0.63304,             0.01792,            0.023737,            0.036077,           0.0067132,           0.0067132,           0.0067132
                 666,            0.027378,            0.041838,            0.047767,             0.80476,             0.52119,             0.81645,              0.6366,            0.019312,            0.024099,             0.03607,           0.0067082,           0.0067082,           0.0067082
                 667,            0.030265,            0.041848,             0.04943,             0.77271,             0.55243,             0.84849,             0.66997,            0.016628,            0.023344,            0.035985,           0.0067033,           0.0067033,           0.0067033
                 668,            0.027088,            0.038343,             0.04946,             0.77163,             0.54715,             0.84186,             0.59813,            0.017432,             0.02358,            0.035937,           0.0066983,           0.0066983,           0.0066983
                 669,            0.028665,            0.039569,            0.049872,             0.75639,             0.55365,             0.83624,             0.63598,            0.017488,            0.023734,            0.035951,           0.0066934,           0.0066934,           0.0066934
                 670,            0.026486,            0.037561,            0.049274,             0.74608,             0.56668,             0.85065,             0.63752,            0.018359,             0.02426,            0.035925,           0.0066885,           0.0066885,           0.0066885
                 671,            0.028441,             0.04109,            0.047171,             0.75102,             0.57046,             0.84949,             0.64147,            0.017976,            0.023848,            0.035884,           0.0066835,           0.0066835,           0.0066835
                 672,            0.028994,            0.044385,            0.049273,             0.73837,             0.57593,             0.85313,             0.65133,            0.017181,            0.023563,            0.035853,           0.0066786,           0.0066786,           0.0066786
                 673,            0.028192,            0.039936,            0.048991,             0.78057,             0.53553,             0.82426,             0.63443,            0.017621,            0.023474,            0.035773,           0.0066736,           0.0066736,           0.0066736
                 674,            0.029772,            0.044009,             0.04874,             0.74479,             0.58633,             0.85552,             0.58384,            0.018253,            0.023833,            0.035715,           0.0066686,           0.0066686,           0.0066686
                 675,            0.029059,            0.041536,            0.049804,             0.78506,             0.53854,             0.82689,             0.59752,            0.017833,            0.023886,            0.035758,           0.0066637,           0.0066637,           0.0066637
                 676,            0.027967,            0.041874,            0.047887,             0.79136,              0.5417,             0.82549,              0.6056,            0.017984,             0.02419,            0.035799,           0.0066587,           0.0066587,           0.0066587
                 677,            0.029494,            0.041875,            0.046228,             0.77811,             0.56372,             0.84609,             0.65495,            0.018446,            0.024687,            0.035889,           0.0066538,           0.0066538,           0.0066538
                 678,             0.02926,            0.044685,            0.048239,             0.77899,             0.56067,             0.83482,             0.62428,             0.01905,            0.025084,            0.036002,           0.0066488,           0.0066488,           0.0066488
                 679,            0.029737,            0.038837,            0.047875,             0.76153,             0.55835,             0.82185,             0.59319,            0.018359,            0.025178,            0.035996,           0.0066439,           0.0066439,           0.0066439
                 680,            0.027628,            0.039828,             0.04977,             0.76744,             0.56473,             0.82855,             0.65604,            0.017415,            0.024363,            0.035849,            0.006639,            0.006639,            0.006639
                 681,            0.027302,            0.041539,            0.047771,             0.77958,             0.55303,             0.83294,             0.66942,            0.017104,            0.023918,            0.035654,            0.006634,            0.006634,            0.006634
                 682,            0.028743,            0.041919,            0.047248,             0.78934,             0.54272,             0.81102,             0.62085,            0.018297,            0.023936,            0.035484,           0.0066291,           0.0066291,           0.0066291
                 683,            0.029054,            0.041572,            0.047627,             0.77776,              0.5745,              0.8449,             0.64707,            0.017474,            0.023841,            0.035284,           0.0066241,           0.0066241,           0.0066241
                 684,            0.028579,            0.042549,            0.046766,              0.7698,             0.57684,             0.84158,             0.63293,             0.01703,            0.023371,            0.035171,           0.0066192,           0.0066192,           0.0066192
                 685,            0.027976,            0.037924,              0.0488,             0.76901,             0.55308,             0.82001,             0.61245,            0.017296,            0.023769,             0.03514,           0.0066142,           0.0066142,           0.0066142
                 686,            0.028093,            0.042271,            0.048188,             0.77023,             0.57454,             0.84222,              0.6565,            0.017434,            0.023759,            0.035106,           0.0066092,           0.0066092,           0.0066092
                 687,            0.028365,             0.04031,            0.048682,             0.73633,              0.5909,             0.84675,             0.64193,            0.017298,            0.023804,            0.035064,           0.0066043,           0.0066043,           0.0066043
                 688,            0.028014,            0.042717,            0.045434,             0.73832,             0.58983,             0.85068,             0.65693,            0.016908,            0.023374,            0.035082,           0.0065993,           0.0065993,           0.0065993
                 689,            0.028258,             0.03852,            0.049191,             0.75958,              0.5629,             0.82436,              0.6271,            0.017342,            0.023376,            0.035029,           0.0065944,           0.0065944,           0.0065944
                 690,            0.026411,            0.038649,            0.048729,             0.76498,             0.58922,              0.8476,             0.64781,            0.016898,            0.023514,            0.034896,           0.0065895,           0.0065895,           0.0065895
                 691,            0.026462,             0.03766,            0.045867,             0.78031,             0.58172,             0.84483,             0.65059,            0.016905,            0.023318,            0.034657,           0.0065845,           0.0065845,           0.0065845
                 692,            0.028244,             0.04094,            0.046253,             0.79004,             0.56643,             0.83023,             0.63257,            0.017236,            0.023707,            0.034584,           0.0065796,           0.0065796,           0.0065796
                 693,            0.027706,            0.038067,            0.046027,             0.77566,             0.59838,             0.85402,             0.64413,             0.01768,             0.02416,            0.034593,           0.0065746,           0.0065746,           0.0065746
                 694,            0.026059,             0.03745,            0.046624,             0.78762,              0.5837,             0.84982,             0.61247,            0.017733,            0.023993,            0.034602,           0.0065697,           0.0065697,           0.0065697
                 695,            0.029181,            0.040533,            0.048486,             0.77634,             0.58924,             0.86227,              0.6474,            0.017438,             0.02396,            0.034511,           0.0065647,           0.0065647,           0.0065647
                 696,            0.027367,             0.04217,            0.047313,             0.77904,             0.58204,             0.85577,             0.68424,            0.016596,            0.023429,            0.034459,           0.0065598,           0.0065598,           0.0065598
                 697,            0.028612,            0.043251,             0.04964,             0.76856,             0.61107,             0.87143,             0.58836,            0.019008,            0.024448,            0.034396,           0.0065548,           0.0065548,           0.0065548
                 698,             0.02836,            0.042773,            0.045583,             0.76176,             0.61106,              0.8719,             0.63948,            0.019025,            0.024522,            0.034404,           0.0065498,           0.0065498,           0.0065498
                 699,            0.028719,            0.039289,            0.047901,              0.7643,              0.6069,             0.84718,             0.66527,            0.017018,            0.023859,            0.034424,           0.0065449,           0.0065449,           0.0065449
                 700,            0.028218,            0.035743,            0.047194,             0.74938,             0.62842,             0.86893,             0.44734,            0.020055,            0.024763,              0.0344,             0.00654,             0.00654,             0.00654
                 701,            0.029372,            0.042621,            0.048166,             0.75236,              0.6146,             0.86807,             0.62811,            0.017651,             0.02396,            0.034422,            0.006535,            0.006535,            0.006535
                 702,            0.026895,            0.039143,            0.048244,             0.76448,             0.60134,             0.85257,             0.62168,            0.018523,            0.024133,            0.034475,             0.00653,             0.00653,             0.00653
                 703,            0.028954,            0.039311,            0.045525,             0.77079,             0.59798,             0.86322,             0.65282,            0.017481,            0.024125,            0.034489,           0.0065251,           0.0065251,           0.0065251
                 704,            0.028302,            0.040429,            0.046908,             0.76757,             0.59806,             0.85894,             0.64573,             0.01704,            0.023691,             0.03444,           0.0065202,           0.0065202,           0.0065202
                 705,            0.028694,            0.037388,            0.048433,             0.77163,             0.59462,             0.84824,             0.61169,            0.018246,            0.024029,            0.034311,           0.0065152,           0.0065152,           0.0065152
                 706,            0.028553,            0.041084,            0.046292,             0.77782,             0.59774,             0.85371,              0.6337,            0.017568,             0.02377,             0.03425,           0.0065102,           0.0065102,           0.0065102
                 707,            0.028732,            0.041274,            0.045359,             0.77608,             0.60232,             0.85828,             0.64933,             0.01733,            0.023717,            0.034213,           0.0065053,           0.0065053,           0.0065053
                 708,            0.028222,            0.042824,            0.046234,             0.77611,             0.60588,             0.86199,             0.65385,            0.016995,            0.023454,            0.034174,           0.0065004,           0.0065004,           0.0065004
                 709,             0.02758,             0.03406,            0.044676,             0.79444,             0.57725,             0.84656,             0.65061,            0.017215,            0.023483,            0.034106,           0.0064954,           0.0064954,           0.0064954
                 710,            0.027879,            0.040247,            0.049639,             0.79583,             0.59575,             0.85778,             0.55544,            0.017727,            0.023492,            0.034039,           0.0064905,           0.0064905,           0.0064905
                 711,            0.027788,            0.041778,            0.045829,             0.78665,             0.59436,             0.86302,             0.60953,            0.017231,            0.023264,            0.034065,           0.0064855,           0.0064855,           0.0064855
                 712,            0.027068,            0.040526,            0.047177,             0.80321,             0.57442,             0.84694,             0.62946,            0.016507,            0.022872,            0.034145,           0.0064806,           0.0064806,           0.0064806
                 713,            0.027417,             0.03743,            0.046053,             0.81302,             0.57654,             0.86332,             0.65295,            0.017082,              0.0231,            0.034169,           0.0064756,           0.0064756,           0.0064756
                 714,            0.026007,            0.039776,            0.045189,             0.80829,              0.5873,             0.86975,             0.67399,            0.017219,            0.023035,            0.034048,           0.0064707,           0.0064707,           0.0064707
                 715,            0.027694,            0.040334,            0.048006,             0.79771,              0.6048,             0.87876,             0.67676,            0.016683,             0.02279,            0.033772,           0.0064657,           0.0064657,           0.0064657
                 716,            0.029769,            0.041256,            0.045965,             0.79889,              0.6063,             0.87341,             0.65734,            0.017423,            0.023147,            0.033669,           0.0064608,           0.0064608,           0.0064608
                 717,             0.02774,            0.040264,            0.046592,              0.7993,             0.61564,             0.87854,             0.68388,            0.017028,            0.023322,            0.033659,           0.0064558,           0.0064558,           0.0064558
                 718,            0.026426,            0.036574,            0.047554,             0.79175,              0.6144,             0.86794,             0.60925,             0.01935,            0.024335,            0.033645,           0.0064508,           0.0064508,           0.0064508
                 719,             0.02953,            0.040288,            0.044864,              0.7979,              0.6178,             0.87682,             0.64903,            0.018331,            0.023748,            0.033506,           0.0064459,           0.0064459,           0.0064459
                 720,            0.028478,            0.039637,            0.045885,             0.78415,             0.63537,             0.87886,             0.67397,             0.01754,            0.023468,            0.033524,            0.006441,            0.006441,            0.006441
                 721,            0.028404,            0.040596,            0.046731,             0.77221,             0.62997,              0.8849,             0.67672,            0.017326,            0.023385,            0.033556,            0.006436,            0.006436,            0.006436
                 722,            0.027854,            0.041667,            0.046763,             0.76581,             0.63007,             0.87986,             0.65495,            0.019461,            0.023976,            0.033542,            0.006431,            0.006431,            0.006431
                 723,            0.031071,            0.042156,            0.048794,             0.74594,             0.65173,             0.89091,             0.69299,            0.017543,            0.023479,            0.033461,           0.0064261,           0.0064261,           0.0064261
                 724,             0.02811,            0.037161,            0.045877,             0.75172,             0.64426,             0.87554,             0.66599,            0.017742,            0.023382,            0.033399,           0.0064212,           0.0064212,           0.0064212
                 725,            0.028747,            0.041612,            0.046817,             0.74728,             0.64668,             0.87498,             0.67545,            0.017711,            0.023664,            0.033346,           0.0064162,           0.0064162,           0.0064162
                 726,            0.027499,            0.036524,            0.047465,             0.75516,             0.64726,             0.88273,             0.60837,            0.018281,            0.023618,            0.033295,           0.0064112,           0.0064112,           0.0064112
                 727,            0.029246,            0.038733,            0.045634,             0.76445,             0.64322,             0.87999,             0.64662,            0.017054,            0.023528,            0.033269,           0.0064063,           0.0064063,           0.0064063
                 728,            0.027996,            0.042112,            0.047195,             0.76058,             0.62895,             0.85823,             0.66597,            0.016252,            0.023202,            0.033207,           0.0064014,           0.0064014,           0.0064014
                 729,            0.029095,            0.042891,            0.043939,             0.76895,             0.63329,             0.87704,             0.66649,             0.01651,            0.023209,             0.03314,           0.0063964,           0.0063964,           0.0063964
                 730,             0.02826,            0.042134,            0.044002,             0.75978,             0.64655,             0.88805,             0.67841,            0.016982,            0.023358,            0.033123,           0.0063914,           0.0063914,           0.0063914
                 731,            0.028763,             0.03765,             0.04524,             0.76077,             0.66189,             0.89232,             0.69193,            0.016962,            0.023425,            0.033143,           0.0063865,           0.0063865,           0.0063865
                 732,            0.026972,             0.03728,            0.045209,             0.75186,              0.6567,             0.88731,              0.6819,            0.015999,            0.022852,            0.033092,           0.0063816,           0.0063816,           0.0063816
                 733,            0.027928,            0.041434,            0.044412,             0.73336,             0.67786,             0.89169,             0.67546,            0.016345,             0.02277,            0.033016,           0.0063766,           0.0063766,           0.0063766
                 734,             0.02805,             0.04279,            0.046325,             0.74342,             0.65747,             0.88822,             0.67284,            0.016866,            0.022945,            0.032986,           0.0063716,           0.0063716,           0.0063716
                 735,            0.028168,            0.041521,             0.04665,             0.74924,             0.63659,             0.85465,             0.66139,            0.016745,            0.022829,            0.032986,           0.0063667,           0.0063667,           0.0063667
                 736,            0.026936,            0.040298,            0.046031,             0.75395,             0.66665,             0.89202,             0.67835,            0.016493,            0.022719,            0.032939,           0.0063618,           0.0063618,           0.0063618
                 737,            0.028167,             0.04302,            0.044405,             0.75438,             0.66844,             0.89278,             0.67591,            0.016657,            0.022935,             0.03293,           0.0063568,           0.0063568,           0.0063568
                 738,            0.026294,            0.040241,            0.044973,             0.75143,             0.62871,             0.84394,             0.59222,            0.018174,            0.023291,            0.032922,           0.0063519,           0.0063519,           0.0063519
                 739,            0.029238,            0.041753,            0.045813,             0.76166,             0.66051,             0.88852,             0.67279,             0.01709,            0.023609,            0.032879,           0.0063469,           0.0063469,           0.0063469
                 740,            0.027001,            0.038304,            0.044097,             0.77008,              0.6525,             0.87881,             0.67927,            0.016776,            0.023285,            0.032823,            0.006342,            0.006342,            0.006342
                 741,            0.027181,            0.041409,            0.046158,             0.76921,             0.64666,             0.87713,             0.68289,            0.016471,            0.023153,            0.032737,            0.006337,            0.006337,            0.006337
                 742,            0.028233,            0.040856,            0.047217,             0.77519,             0.64881,             0.88569,             0.67218,            0.017178,            0.023292,            0.032635,            0.006332,            0.006332,            0.006332
                 743,            0.029295,            0.041216,            0.044744,             0.78389,             0.64947,             0.89134,             0.66784,            0.017259,             0.02343,            0.032492,           0.0063271,           0.0063271,           0.0063271
                 744,            0.029409,            0.042179,            0.046132,             0.77401,             0.64775,              0.8857,             0.67945,            0.016802,            0.023219,            0.032458,           0.0063222,           0.0063222,           0.0063222
                 745,            0.027867,            0.042015,            0.045025,             0.76296,             0.66117,             0.89827,             0.71527,            0.016908,            0.023517,            0.032434,           0.0063172,           0.0063172,           0.0063172
                 746,            0.026184,            0.033298,            0.045766,             0.76459,             0.66362,               0.902,             0.63412,            0.018031,            0.023756,            0.032416,           0.0063122,           0.0063122,           0.0063122
                 747,            0.029598,            0.041296,            0.044876,             0.75256,             0.65502,             0.87642,             0.62336,            0.017584,            0.024181,            0.032487,           0.0063073,           0.0063073,           0.0063073
                 748,            0.027345,             0.04079,            0.045348,             0.78066,             0.65391,             0.89837,             0.69895,            0.016714,            0.023234,             0.03236,           0.0063024,           0.0063024,           0.0063024
                 749,            0.027924,            0.040008,            0.046369,             0.79247,             0.65155,             0.90779,              0.6928,            0.017073,            0.023012,            0.032246,           0.0062974,           0.0062974,           0.0062974
                 750,            0.026934,            0.039294,             0.04804,             0.79354,             0.62448,             0.86708,             0.67064,            0.016961,            0.022829,            0.032203,           0.0062924,           0.0062924,           0.0062924
                 751,            0.026587,              0.0394,            0.042957,             0.79231,             0.65743,             0.91096,             0.65646,            0.017084,            0.022695,            0.032129,           0.0062875,           0.0062875,           0.0062875
                 752,            0.027535,            0.038835,            0.043902,             0.79054,             0.66682,             0.91414,             0.65676,            0.017137,            0.022535,            0.032023,           0.0062826,           0.0062826,           0.0062826
                 753,            0.027137,            0.039885,            0.043922,             0.78394,             0.65272,             0.90146,             0.67247,            0.016553,            0.022433,             0.03199,           0.0062776,           0.0062776,           0.0062776
                 754,            0.026256,            0.037693,            0.044744,              0.7894,             0.66165,             0.91171,             0.64885,            0.017524,            0.022743,            0.031951,           0.0062726,           0.0062726,           0.0062726
                 755,            0.029257,            0.044017,            0.043216,             0.79771,             0.64157,             0.89866,             0.67793,            0.016773,            0.022868,            0.031972,           0.0062677,           0.0062677,           0.0062677
                 756,            0.026983,            0.041305,             0.04501,             0.78257,             0.64823,             0.90019,             0.69912,             0.01643,            0.022616,            0.031996,           0.0062628,           0.0062628,           0.0062628
                 757,            0.026975,            0.040211,            0.046665,             0.78305,             0.65341,             0.90724,             0.68557,              0.0168,            0.022516,            0.032016,           0.0062578,           0.0062578,           0.0062578
                 758,            0.027483,            0.038239,            0.045184,             0.78031,             0.65585,             0.90744,              0.6651,            0.017588,            0.022417,            0.031956,           0.0062528,           0.0062528,           0.0062528
                 759,            0.028658,            0.039338,            0.044998,             0.78079,             0.65047,              0.9032,             0.69642,            0.017082,            0.022472,            0.031819,           0.0062479,           0.0062479,           0.0062479
                 760,            0.027312,            0.038657,            0.043058,             0.79269,             0.65909,             0.91499,             0.69721,            0.016578,            0.022312,            0.031695,            0.006243,            0.006243,            0.006243
                 761,            0.029106,            0.038205,             0.04506,             0.79106,             0.66378,             0.88872,              0.6563,            0.016988,            0.022359,            0.031591,            0.006238,            0.006238,            0.006238
                 762,            0.028557,            0.040141,            0.044957,             0.78113,             0.66142,              0.9018,             0.62174,            0.018148,            0.022792,            0.031538,           0.0062331,           0.0062331,           0.0062331
                 763,            0.029519,            0.042423,            0.044931,             0.79077,             0.66796,             0.90536,             0.64595,            0.016841,            0.022603,            0.031581,           0.0062281,           0.0062281,           0.0062281
                 764,            0.025855,            0.036992,            0.044023,             0.79518,             0.66291,             0.90527,             0.67617,            0.016783,            0.022857,            0.031608,           0.0062232,           0.0062232,           0.0062232
                 765,            0.027514,            0.042549,            0.046311,             0.79512,             0.64316,             0.87989,             0.64526,            0.016459,             0.02275,            0.031642,           0.0062182,           0.0062182,           0.0062182
                 766,             0.02585,             0.03845,            0.044754,             0.81045,             0.63496,             0.88574,             0.68196,            0.017015,            0.023166,             0.03161,           0.0062132,           0.0062132,           0.0062132
                 767,            0.028138,            0.038325,            0.044176,             0.81119,             0.65714,             0.90358,             0.68475,            0.017207,             0.02338,            0.031549,           0.0062083,           0.0062083,           0.0062083
                 768,            0.027972,            0.039715,             0.04479,             0.80099,             0.66366,             0.90826,             0.69354,            0.017544,             0.02341,            0.031505,           0.0062034,           0.0062034,           0.0062034
                 769,            0.027113,            0.037809,            0.045214,             0.80104,             0.66246,             0.90034,             0.71274,            0.017214,            0.023134,            0.031446,           0.0061984,           0.0061984,           0.0061984
                 770,            0.028446,            0.040811,             0.04273,             0.78497,               0.671,             0.91418,             0.68593,            0.018395,             0.02355,            0.031401,           0.0061934,           0.0061934,           0.0061934
                 771,            0.028821,            0.039769,            0.044997,             0.76462,             0.69892,                0.91,             0.69775,            0.017976,            0.023578,             0.03138,           0.0061885,           0.0061885,           0.0061885
                 772,            0.029289,            0.040567,            0.045751,             0.76837,             0.68697,             0.88998,             0.69535,            0.017557,            0.023293,            0.031262,           0.0061836,           0.0061836,           0.0061836
                 773,            0.028336,            0.038961,            0.043283,             0.76647,             0.69911,             0.91312,             0.68224,            0.017318,            0.023389,            0.031202,           0.0061786,           0.0061786,           0.0061786
                 774,            0.026105,            0.038765,            0.043752,             0.77503,             0.68675,             0.91401,             0.66938,            0.017255,            0.023367,            0.031141,           0.0061736,           0.0061736,           0.0061736
                 775,            0.027085,            0.038291,            0.044011,             0.78664,             0.68338,             0.91589,             0.66968,            0.016894,            0.023249,            0.031079,           0.0061687,           0.0061687,           0.0061687
                 776,             0.02684,            0.036862,            0.045097,             0.79035,             0.67557,             0.91349,             0.68417,            0.016573,            0.023345,            0.031076,           0.0061637,           0.0061637,           0.0061637
                 777,            0.027258,            0.040367,            0.045679,             0.79633,              0.6756,             0.91169,             0.69331,            0.016583,            0.023107,            0.031063,           0.0061588,           0.0061588,           0.0061588
                 778,            0.027011,            0.041998,            0.043993,             0.81088,             0.65115,             0.90335,              0.7137,            0.016399,            0.023075,            0.031035,           0.0061538,           0.0061538,           0.0061538
                 779,            0.027656,            0.041634,            0.044102,             0.78654,             0.68147,             0.91718,             0.71805,            0.015866,            0.022479,            0.030981,           0.0061489,           0.0061489,           0.0061489
                 780,            0.026247,            0.039543,            0.043714,             0.79518,             0.67218,              0.9202,              0.7153,            0.015981,            0.022321,            0.030894,            0.006144,            0.006144,            0.006144
                 781,            0.027118,            0.036442,            0.042974,             0.78171,              0.6798,              0.9152,             0.68785,            0.016295,            0.022378,            0.030806,            0.006139,            0.006139,            0.006139
                 782,            0.026295,            0.034635,            0.044673,             0.77316,             0.70846,             0.92622,             0.69944,             0.01691,            0.022608,            0.030755,           0.0061341,           0.0061341,           0.0061341
                 783,            0.027997,            0.041098,            0.042458,             0.77264,             0.69919,             0.90001,             0.70975,            0.016471,            0.022552,            0.030767,           0.0061291,           0.0061291,           0.0061291
                 784,            0.027171,            0.039687,            0.042296,             0.75919,              0.7087,             0.91525,             0.71877,            0.016012,            0.022495,            0.030774,           0.0061242,           0.0061242,           0.0061242
                 785,            0.027406,            0.039489,            0.044045,             0.76061,             0.71384,             0.92581,              0.7103,             0.01669,            0.022713,            0.030789,           0.0061192,           0.0061192,           0.0061192
                 786,            0.027828,            0.041826,            0.044701,             0.75622,             0.71165,             0.92617,             0.72916,             0.01673,             0.02272,            0.030748,           0.0061142,           0.0061142,           0.0061142
                 787,            0.029597,            0.040993,            0.045175,             0.76074,             0.71433,             0.92688,             0.70769,            0.017025,            0.022961,             0.03065,           0.0061093,           0.0061093,           0.0061093
                 788,             0.02705,            0.040775,            0.042831,             0.76849,             0.71132,             0.92868,             0.69152,            0.016909,            0.022756,            0.030597,           0.0061044,           0.0061044,           0.0061044
                 789,             0.02777,              0.0395,            0.042683,             0.78247,             0.70206,             0.92565,             0.69772,            0.016734,            0.022691,             0.03057,           0.0060994,           0.0060994,           0.0060994
                 790,            0.025435,            0.040257,            0.041852,             0.77689,             0.71054,             0.92115,             0.71113,            0.016634,            0.022883,            0.030537,           0.0060944,           0.0060944,           0.0060944
                 791,            0.027632,            0.041382,            0.043999,             0.78204,             0.70614,             0.91993,             0.71202,            0.016763,             0.02271,            0.030501,           0.0060895,           0.0060895,           0.0060895
                 792,             0.02694,            0.038848,            0.042011,             0.78333,              0.7051,             0.92069,             0.68022,            0.016589,            0.022708,            0.030515,           0.0060846,           0.0060846,           0.0060846
                 793,            0.026285,            0.038986,            0.043189,             0.78119,             0.70944,             0.92229,             0.70549,            0.016365,            0.022521,            0.030421,           0.0060796,           0.0060796,           0.0060796
                 794,            0.027901,            0.043653,            0.043652,             0.78342,             0.70325,             0.92379,             0.68499,            0.017135,            0.022568,            0.030352,           0.0060746,           0.0060746,           0.0060746
                 795,            0.029499,             0.04161,            0.042413,             0.75786,             0.73175,             0.92861,             0.69732,            0.016713,            0.022772,            0.030301,           0.0060697,           0.0060697,           0.0060697
                 796,            0.026416,            0.038605,              0.0418,             0.76352,             0.73115,             0.92895,             0.73606,            0.016149,            0.022729,            0.030275,           0.0060647,           0.0060647,           0.0060647
                 797,            0.028203,            0.039552,            0.044554,              0.7833,             0.72448,             0.93162,             0.72426,            0.015874,            0.022551,            0.030244,           0.0060598,           0.0060598,           0.0060598
                 798,            0.028891,            0.038394,            0.043133,             0.78596,             0.72514,             0.93026,             0.66395,            0.017355,            0.022882,            0.030217,           0.0060548,           0.0060548,           0.0060548
                 799,            0.029999,            0.042915,            0.043373,             0.79399,             0.71692,             0.93092,               0.695,            0.016309,            0.022655,            0.030179,           0.0060499,           0.0060499,           0.0060499
                 800,            0.027638,             0.04277,             0.04423,              0.8001,             0.71685,             0.92979,              0.7321,            0.015434,            0.022375,            0.030139,            0.006045,            0.006045,            0.006045
                 801,            0.027806,            0.038257,            0.042921,             0.80496,             0.71023,             0.92759,             0.69794,            0.015953,            0.022565,            0.030113,             0.00604,             0.00604,             0.00604
                 802,            0.026798,            0.039712,            0.042781,             0.80748,             0.69669,             0.91858,             0.70824,            0.016077,            0.022702,            0.030061,           0.0060351,           0.0060351,           0.0060351
